"","TIV","TGMV","TWMV","TCV","LVV","HCV","AV","id","scanner","segmentation","SITE"
"216",1.795021,8.044254,5.480156,6.519415,10.854611,7.646321,3.258266,"ID_51","VERIO","samseg","VERIO_samseg"
"217",1.491644,6.816466,4.606444,5.475386,10.147317,8.584891,3.191905,"ID_5","VERIO","samseg","VERIO_samseg"
"218",1.551523,7.221372,4.781903,5.798839,10.041203,8.758551,3.209586,"ID_10","SKYRA","samseg","SKYRA_samseg"
"219",1.359716,6.212816,4.513626,4.92437,9.918681,7.646134,3.268654,"ID_49","VERIO","samseg","VERIO_samseg"
"220",1.438898,6.506682,4.742021,5.279011,10.372161,7.675317,2.995795,"ID_56","VERIO","samseg","VERIO_samseg"
"221",1.361797,6.265151,4.134319,4.998855,10.452779,7.838183,3.020049,"ID_16","VERIO","samseg","VERIO_samseg"
"222",1.589962,7.233962,4.932419,5.841017,10.157782,8.270448,3.414317,"ID_116","SKYRA","samseg","SKYRA_samseg"
"223",1.778172,8.000162,5.429495,6.49521,10.383363,8.988289,3.86851,"ID_23","VERIO","samseg","VERIO_samseg"
"224",1.549712,7.191641,4.80284,5.785015,10.038068,8.669874,3.321742,"ID_10","VERIO","samseg","VERIO_samseg"
"225",1.430882,6.411425,4.395266,5.254852,10.231585,7.532547,2.921534,"ID_89","VERIO","samseg","VERIO_samseg"
"226",1.531714,7.233189,4.684985,5.876737,10.070539,8.775106,3.502914,"ID_120","VERIO","samseg","VERIO_samseg"
"227",1.66558,7.606965,5.377367,6.052129,10.064712,8.57284,3.344537,"ID_26","SKYRA","samseg","SKYRA_samseg"
"228",1.450967,6.283172,4.023672,5.084191,11.455968,7.490986,3.272329,"ID_31","VERIO","samseg","VERIO_samseg"
"229",1.698134,7.617663,5.521048,6.156848,10.144884,8.741073,3.629018,"ID_87","SKYRA","samseg","SKYRA_samseg"
"230",1.503624,7.10442,4.740992,5.618963,10.054302,8.824425,3.315295,"ID_17","SKYRA","samseg","SKYRA_samseg"
"231",1.446097,6.739865,4.6409,5.504316,9.986455,7.807984,3.073675,"ID_86","VERIO","samseg","VERIO_samseg"
"232",1.678293,7.455343,4.759126,6.031735,10.67171,8.088492,3.210291,"ID_98","VERIO","samseg","VERIO_samseg"
"233",1.438647,6.169431,4.191168,4.93082,10.622767,7.437603,3.421322,"ID_50","VERIO","samseg","VERIO_samseg"
"234",1.482119,6.648174,4.437915,5.653871,10.111255,8.277682,3.102087,"ID_73","SKYRA","samseg","SKYRA_samseg"
"235",1.431481,6.623346,4.640206,5.239131,9.967181,7.921353,3.039121,"ID_81","VERIO","samseg","VERIO_samseg"
"236",1.513896,7.19057,4.675247,5.834888,10.063933,8.708958,3.462367,"ID_120","SKYRA","samseg","SKYRA_samseg"
"237",1.909862,8.76483,5.867222,7.055304,10.48467,9.361298,4.032695,"ID_36","VERIO","samseg","VERIO_samseg"
"238",1.196413,5.786734,4.133739,4.73165,9.996154,7.699659,2.566477,"ID_12","SKYRA","recon6","SKYRA_recon6"
"239",1.192556,5.765655,4.095858,4.70547,9.984108,7.668706,2.641222,"ID_12","VERIO","recon6","VERIO_recon6"
"240",1.402132,5.808019,4.540541,4.595903,10.238884,7.419799,2.859376,"ID_64","SKYRA","recon6","SKYRA_recon6"
"241",1.400974,5.735809,4.482068,4.523614,10.295633,7.345446,2.870319,"ID_64","VERIO","recon6","VERIO_recon6"
"242",1.647272,7.591337,5.514877,6.145302,9.853931,9.377733,3.798632,"ID_20","SKYRA","recon6","SKYRA_recon6"
"243",1.648798,7.591398,5.55277,6.1564,9.849859,9.457203,3.760254,"ID_20","VERIO","recon6","VERIO_recon6"
"244",1.409593,6.301817,4.506438,5.102077,9.772106,9.117153,3.616937,"ID_63","SKYRA","recon6","SKYRA_recon6"
"245",1.408247,6.359402,4.463961,5.153262,9.765242,9.162173,3.70397,"ID_63","VERIO","recon6","VERIO_recon6"
"246",1.692015,7.57607,5.579033,6.131638,10.131972,8.582038,3.722602,"ID_87","SKYRA","recon6","SKYRA_recon6"
"247",1.694234,7.624592,5.620335,6.194157,10.128028,8.6243,3.778192,"ID_87","VERIO","recon6","VERIO_recon6"
"248",1.456238,6.409948,4.791684,5.306211,10.306789,8.201065,3.474932,"ID_118","SKYRA","recon6","SKYRA_recon6"
"249",1.455654,6.395341,4.750928,5.288053,10.264698,8.362838,3.287177,"ID_118","VERIO","recon6","VERIO_recon6"
"250",1.665364,7.53245,5.519242,5.964599,10.080959,8.761346,3.343132,"ID_115","SKYRA","recon6","SKYRA_recon6"
"251",1.667101,7.457473,5.549811,5.902945,10.084289,8.766107,3.344684,"ID_115","VERIO","recon6","VERIO_recon6"
"252",1.447903,6.473678,4.28909,5.371515,10.369264,8.075137,2.924354,"ID_79","SKYRA","recon6","SKYRA_recon6"
"253",1.446853,6.488769,4.264332,5.390053,10.393238,8.130132,2.867988,"ID_79","VERIO","recon6","VERIO_recon6"
"254",1.30121,5.848498,3.964532,4.723138,10.227452,7.025897,2.909355,"ID_7","SKYRA","recon6","SKYRA_recon6"
"255",1.298312,5.851323,3.863997,4.71865,10.217847,7.02083,3.06566,"ID_7","VERIO","recon6","VERIO_recon6"
"256",1.667218,7.341452,5.305298,5.74461,10.981507,8.093927,3.392694,"ID_29","SKYRA","recon6","SKYRA_recon6"
"257",1.669046,7.329233,5.28615,5.764666,11.014295,7.884515,3.184086,"ID_29","VERIO","recon6","VERIO_recon6"
"258",1.340418,6.314077,4.242551,5.156816,9.897444,7.046438,2.86263,"ID_80","SKYRA","recon6","SKYRA_recon6"
"259",1.338043,6.146883,4.296483,4.991395,9.967423,7.03499,2.851804,"ID_80","VERIO","recon6","VERIO_recon6"
"260",1.352629,6.740838,4.556758,5.377062,10.217846,8.546258,3.308994,"ID_5","SKYRA","recon6","SKYRA_recon6"
"261",1.350262,6.806033,4.580022,5.457419,10.214021,8.635334,3.244773,"ID_5","VERIO","recon6","VERIO_recon6"
"262",1.492154,6.723357,4.732301,5.324631,10.387991,8.133772,2.954093,"ID_103","SKYRA","recon6","SKYRA_recon6"
"263",1.491686,6.764317,4.753124,5.380879,10.394879,8.166092,3.012173,"ID_103","VERIO","recon6","VERIO_recon6"
"264",1.645439,7.152454,5.69272,5.770225,10.826469,8.74935,3.365826,"ID_43","SKYRA","recon6","SKYRA_recon6"
"265",1.647047,7.160667,5.653,5.801378,10.855786,8.709956,3.367819,"ID_43","VERIO","recon6","VERIO_recon6"
"266",1.587281,7.007033,4.925471,5.653791,10.668462,8.320005,3.284437,"ID_71","SKYRA","recon6","SKYRA_recon6"
"267",1.588181,7.055045,4.918116,5.711892,10.68806,8.300138,3.213851,"ID_71","VERIO","recon6","VERIO_recon6"
"268",1.300475,6.339447,4.354093,5.246558,9.850348,7.219828,2.994265,"ID_59","SKYRA","recon6","SKYRA_recon6"
"269",1.297612,6.344464,4.376843,5.264555,9.836023,7.173831,2.916663,"ID_59","VERIO","recon6","VERIO_recon6"
"270",1.491163,6.490311,4.704938,5.29233,9.757003,7.925898,3.013094,"ID_22","SKYRA","recon6","SKYRA_recon6"
"271",1.490802,6.378278,4.694901,5.179774,9.754112,7.818444,3.013847,"ID_22","VERIO","recon6","VERIO_recon6"
"272",1.534421,6.932298,4.671019,5.617973,10.270132,7.643017,2.899066,"ID_67","SKYRA","recon6","SKYRA_recon6"
"273",1.534627,6.959318,4.737994,5.65913,10.250632,7.626052,2.984846,"ID_67","VERIO","recon6","VERIO_recon6"
"274",1.601803,7.163306,4.941077,5.743989,10.354854,7.914662,3.232614,"ID_93","SKYRA","recon6","SKYRA_recon6"
"275",1.602893,7.137064,4.902559,5.714427,10.340332,7.942253,3.291671,"ID_93","VERIO","recon6","VERIO_recon6"
"276",1.411327,6.389044,4.133544,5.156254,10.529135,7.989594,3.10661,"ID_16","SKYRA","recon6","SKYRA_recon6"
"277",1.409882,6.406613,4.109146,5.144952,10.496443,8.022416,3.140357,"ID_16","VERIO","recon6","VERIO_recon6"
"278",1.635456,7.646967,5.03182,6.106466,9.558416,8.334402,3.325511,"ID_28","SKYRA","recon6","SKYRA_recon6"
"279",1.636573,7.601633,5.121237,6.067704,9.544521,8.400306,3.349791,"ID_28","VERIO","recon6","VERIO_recon6"
"280",1.368317,6.138389,4.237217,5.090597,9.868895,7.715549,2.758815,"ID_82","SKYRA","recon6","SKYRA_recon6"
"281",1.366156,6.123414,4.22842,5.074452,9.887129,7.657285,2.740415,"ID_82","VERIO","recon6","VERIO_recon6"
"282",1.54357,6.774134,5.069849,5.445689,9.786033,7.945159,3.259889,"ID_46","SKYRA","recon6","SKYRA_recon6"
"283",1.543897,6.916319,5.137732,5.552303,9.715441,8.25607,3.521131,"ID_46","VERIO","recon6","VERIO_recon6"
"284",1.493481,6.862002,4.365063,5.472324,10.099381,8.973162,3.526207,"ID_42","SKYRA","recon6","SKYRA_recon6"
"285",1.493114,6.901307,4.318189,5.518409,10.114388,8.928383,3.526184,"ID_42","VERIO","recon6","VERIO_recon6"
"286",1.445583,6.640816,4.460575,5.398222,10.201796,8.895793,3.300709,"ID_32","SKYRA","recon6","SKYRA_recon6"
"287",1.444434,6.690765,4.413403,5.446961,10.219501,8.946891,3.268245,"ID_32","VERIO","recon6","VERIO_recon6"
"288",1.457602,6.560035,4.540887,5.30919,10.250698,8.578867,3.075904,"ID_21","SKYRA","recon6","SKYRA_recon6"
"289",1.456764,6.490385,4.524253,5.227908,10.261495,8.589862,3.025808,"ID_21","VERIO","recon6","VERIO_recon6"
"290",1.458927,6.505026,4.42347,5.547349,10.158325,7.767052,3.302446,"ID_73","SKYRA","recon6","SKYRA_recon6"
"291",1.457933,6.505835,4.39151,5.561463,10.168705,7.682469,3.349921,"ID_73","VERIO","recon6","VERIO_recon6"
"292",1.599248,7.29103,5.035626,6.109588,10.67685,9.683292,3.353846,"ID_40","SKYRA","recon6","SKYRA_recon6"
"293",1.600269,7.375529,5.052009,6.188257,10.670752,9.853809,3.626095,"ID_40","VERIO","recon6","VERIO_recon6"
"294",1.431653,6.632697,4.627112,5.331057,9.930143,8.248642,2.885336,"ID_48","SKYRA","recon6","SKYRA_recon6"
"295",1.430322,6.47955,4.594892,5.192807,9.978313,8.078315,2.99942,"ID_48","VERIO","recon6","VERIO_recon6"
"296",1.55139,6.848254,4.926123,5.50242,10.021405,8.924013,3.332471,"ID_114","SKYRA","recon6","SKYRA_recon6"
"297",1.551774,6.89116,4.95701,5.535324,10.000135,8.916704,3.321485,"ID_114","VERIO","recon6","VERIO_recon6"
"298",1.747142,7.300522,5.51513,5.742608,10.665143,8.870323,3.391442,"ID_104","SKYRA","recon6","SKYRA_recon6"
"299",1.749978,7.323403,5.564507,5.754344,10.644774,8.897198,3.336244,"ID_104","VERIO","recon6","VERIO_recon6"
"300",1.493837,6.735922,4.592628,5.512712,9.943317,8.190613,3.122976,"ID_86","SKYRA","recon6","SKYRA_recon6"
"301",1.493474,6.805753,4.594422,5.56279,9.915438,8.075927,3.173448,"ID_86","VERIO","recon6","VERIO_recon6"
"302",1.842335,8.457692,5.947979,7.092957,10.994983,8.380691,3.301903,"ID_35","SKYRA","recon6","SKYRA_recon6"
"303",1.845922,8.464314,5.783197,7.06627,11.002259,8.490084,3.286027,"ID_35","VERIO","recon6","VERIO_recon6"
"304",1.424912,6.207941,5.068078,5.090195,10.146948,7.61777,2.984664,"ID_37","SKYRA","recon6","SKYRA_recon6"
"305",1.423645,6.211409,5.085121,5.086634,10.189794,7.551786,3.011717,"ID_37","VERIO","recon6","VERIO_recon6"
"306",1.44317,6.311409,4.290021,5.055224,10.869225,7.32228,2.784242,"ID_113","SKYRA","recon6","SKYRA_recon6"
"307",1.442134,6.417247,4.268464,5.17414,10.898451,7.375281,2.912566,"ID_113","VERIO","recon6","VERIO_recon6"
"308",1.389418,6.344338,4.380431,5.188234,10.308339,7.11288,2.872389,"ID_89","VERIO","recon6","VERIO_recon6"
"309",1.488263,6.703769,4.65956,5.412241,9.905267,7.797034,3.009931,"ID_77","SKYRA","recon6","SKYRA_recon6"
"310",1.487809,6.66513,4.595498,5.356676,9.916458,7.745231,3.151268,"ID_77","VERIO","recon6","VERIO_recon6"
"311",1.568576,7.421456,4.700898,5.854947,10.037532,8.539764,3.419214,"ID_17","SKYRA","recon6","SKYRA_recon6"
"312",1.568816,7.466926,4.722025,5.885312,10.01423,8.53394,3.472339,"ID_17","VERIO","recon6","VERIO_recon6"
"313",1.784158,7.458689,6.027291,6.145439,10.303084,8.610995,3.585069,"ID_44","SKYRA","recon6","SKYRA_recon6"
"314",1.786752,7.767004,6.028466,6.474269,10.152868,8.7852,3.526251,"ID_44","VERIO","recon6","VERIO_recon6"
"315",1.561609,6.980554,5.314905,5.742186,10.346276,8.254557,2.889764,"ID_18","VERIO","recon6","VERIO_recon6"
"316",1.4972,6.64833,4.793865,5.500769,10.299779,8.553641,2.78244,"ID_107","VERIO","recon6","VERIO_recon6"
"317",1.498069,6.92114,4.746297,5.492968,9.880245,8.109721,3.278972,"ID_81","SKYRA","recon6","SKYRA_recon6"
"318",1.496909,6.770048,4.664829,5.348513,9.927225,8.078874,3.268699,"ID_81","VERIO","recon6","VERIO_recon6"
"319",1.405854,6.350516,4.068052,5.089138,10.154676,8.501537,3.166352,"ID_69","SKYRA","recon6","SKYRA_recon6"
"320",1.404337,6.24155,4.07817,5.051952,10.225949,8.347775,3.22654,"ID_69","VERIO","recon6","VERIO_recon6"
"321",1.545598,7.396743,4.751047,5.902835,10.012323,9.173414,3.201278,"ID_10","SKYRA","recon6","SKYRA_recon6"
"322",1.545536,7.443186,4.811742,5.9621,9.997324,9.177599,3.282335,"ID_10","VERIO","recon6","VERIO_recon6"
"323",1.405536,6.426359,4.380684,5.129735,9.599931,7.36351,2.740652,"ID_47","SKYRA","recon6","SKYRA_recon6"
"324",1.403392,6.654886,4.414411,5.308781,9.482443,7.425491,2.717014,"ID_47","VERIO","recon6","VERIO_recon6"
"325",1.694946,8.005944,5.277161,6.487664,9.960288,9.042681,4.025518,"ID_109","SKYRA","recon6","SKYRA_recon6"
"326",1.696369,8.01624,5.282142,6.511242,10.000398,8.934096,3.995807,"ID_109","VERIO","recon6","VERIO_recon6"
"327",1.384261,6.245754,4.557377,4.957233,10.016147,7.924565,3.391328,"ID_49","SKYRA","recon6","SKYRA_recon6"
"328",1.381609,6.286659,4.584383,4.985992,9.989096,7.834116,3.464704,"ID_49","VERIO","recon6","VERIO_recon6"
"329",1.57031,7.350632,5.559526,5.975644,10.362918,8.044023,3.376903,"ID_83","SKYRA","recon6","SKYRA_recon6"
"330",1.570942,7.341471,5.578387,5.994645,10.373891,7.79612,3.236301,"ID_83","VERIO","recon6","VERIO_recon6"
"331",1.578766,6.991734,4.679442,5.542794,10.184223,8.108361,3.011056,"ID_61","SKYRA","recon6","SKYRA_recon6"
"332",1.579139,7.115622,4.772669,5.622642,10.104076,8.206865,3.084512,"ID_61","VERIO","recon6","VERIO_recon6"
"333",1.736973,7.402584,5.103262,5.905502,10.882297,8.359018,3.262964,"ID_105","SKYRA","recon6","SKYRA_recon6"
"334",1.739648,7.432535,5.122326,5.926828,10.894805,8.333374,3.173152,"ID_105","VERIO","recon6","VERIO_recon6"
"335",1.405822,6.614758,4.405283,5.274867,9.796113,7.293966,3.018456,"ID_38","SKYRA","recon6","SKYRA_recon6"
"336",1.404152,6.65273,4.448035,5.315968,9.81193,7.476626,2.925692,"ID_38","VERIO","recon6","VERIO_recon6"
"337",1.660023,7.37322,5.113063,6.023698,10.22897,8.473178,3.000433,"ID_1","SKYRA","recon6","SKYRA_recon6"
"338",1.661689,7.417059,5.119851,6.061284,10.227479,8.47442,2.972312,"ID_1","VERIO","recon6","VERIO_recon6"
"339",1.601507,7.428767,4.887836,5.979485,10.032548,8.776541,3.513367,"ID_116","SKYRA","recon6","SKYRA_recon6"
"340",1.602404,7.267291,4.922287,5.817638,10.035227,8.835481,3.408248,"ID_116","VERIO","recon6","VERIO_recon6"
"341",1.518608,7.048075,5.037673,5.823025,9.660663,8.536648,2.956946,"ID_88","SKYRA","recon6","SKYRA_recon6"
"342",1.518192,6.969981,5.066595,5.77051,9.671689,8.420241,3.031693,"ID_88","VERIO","recon6","VERIO_recon6"
"343",1.217286,5.839927,3.793031,4.695363,10.042427,7.576414,2.94428,"ID_41","SKYRA","recon6","SKYRA_recon6"
"344",1.213295,5.849167,3.823213,4.730481,10.034909,7.625996,3.027354,"ID_41","VERIO","recon6","VERIO_recon6"
"345",1.457599,6.697456,4.740778,5.434646,10.415804,7.599653,2.958149,"ID_56","SKYRA","recon6","SKYRA_recon6"
"346",1.456138,6.726924,4.750323,5.471744,10.446825,7.593465,3.023021,"ID_56","VERIO","recon6","VERIO_recon6"
"347",1.470267,6.599618,4.931064,5.30309,9.912489,7.514952,2.918747,"ID_24","SKYRA","recon6","SKYRA_recon6"
"348",1.469421,6.541534,4.828888,5.232804,9.916829,7.344806,2.969366,"ID_24","VERIO","recon6","VERIO_recon6"
"349",1.853588,8.670182,5.912084,6.968193,10.497838,8.764696,3.737689,"ID_36","SKYRA","recon6","SKYRA_recon6"
"350",1.857322,8.735077,5.901582,7.014518,10.46476,8.845393,3.684855,"ID_36","VERIO","recon6","VERIO_recon6"
"351",1.687012,7.94553,5.484063,6.326528,9.835496,8.768756,3.440918,"ID_26","SKYRA","recon6","SKYRA_recon6"
"352",1.688561,8.082893,5.321366,6.44377,9.678952,8.824218,3.451031,"ID_26","VERIO","recon6","VERIO_recon6"
"353",1.67816,7.168444,5.290914,5.924263,10.44189,8.596943,3.040539,"ID_4","SKYRA","recon6","SKYRA_recon6"
"354",1.680207,7.17248,5.271434,5.92745,10.485219,8.47612,2.977568,"ID_4","VERIO","recon6","VERIO_recon6"
"355",1.643096,6.863762,5.388789,5.610575,9.896861,8.957343,3.482924,"ID_85","SKYRA","recon6","SKYRA_recon6"
"356",1.644683,6.913326,5.389841,5.671486,9.907958,8.793562,3.460942,"ID_85","VERIO","recon6","VERIO_recon6"
"357",1.61031,7.060457,4.715562,5.680605,10.745495,7.86511,3.301061,"ID_98","SKYRA","recon6","SKYRA_recon6"
"358",1.611323,7.151941,4.710887,5.724371,10.727004,8.143844,3.210425,"ID_98","VERIO","recon6","VERIO_recon6"
"359",1.68199,6.981027,5.273668,5.500523,10.68945,8.995167,3.193082,"ID_84","SKYRA","recon6","SKYRA_recon6"
"360",1.683922,7.13387,5.353361,5.618486,10.595357,9.013091,3.281646,"ID_84","VERIO","recon6","VERIO_recon6"
"361",1.673343,7.216902,5.404224,5.732296,10.581356,8.835452,3.2335,"ID_52","VERIO","recon6","VERIO_recon6"
"362",1.512839,7.074552,4.993921,5.754401,9.926461,8.430633,3.119439,"ID_117","SKYRA","recon6","SKYRA_recon6"
"363",1.512552,7.029757,5.024902,5.728376,9.915507,8.421131,3.270828,"ID_117","VERIO","recon6","VERIO_recon6"
"364",1.799837,7.873149,5.719989,6.397596,10.742746,7.882332,3.534436,"ID_58","SKYRA","recon6","SKYRA_recon6"
"365",1.803406,7.830122,5.733919,6.347056,10.736073,7.959965,3.649915,"ID_58","VERIO","recon6","VERIO_recon6"
"366",1.491118,6.810156,4.692985,5.400684,10.136702,8.14779,3.25918,"ID_53","SKYRA","recon6","SKYRA_recon6"
"367",1.490711,6.805108,4.69766,5.370396,10.073968,8.326175,3.268847,"ID_53","VERIO","recon6","VERIO_recon6"
"368",1.391697,6.398461,4.033512,5.126872,10.463703,7.702748,2.670385,"ID_72","SKYRA","recon6","SKYRA_recon6"
"369",1.389994,6.477347,4.066936,5.213522,10.446769,7.615599,2.809258,"ID_72","VERIO","recon6","VERIO_recon6"
"370",1.552424,7.586713,4.774921,6.106403,9.92309,8.918445,4.019354,"ID_3","SKYRA","recon6","SKYRA_recon6"
"371",1.551783,7.439911,4.870568,5.949893,9.938041,8.773918,4.067513,"ID_3","VERIO","recon6","VERIO_recon6"
"372",1.206332,6.043155,4.008725,4.963147,10.065788,6.984576,2.558936,"ID_121","SKYRA","recon6","SKYRA_recon6"
"373",1.202073,6.134321,4.004672,5.057411,10.046976,6.874748,2.670319,"ID_121","VERIO","recon6","VERIO_recon6"
"374",1.396732,6.475193,4.281434,5.261352,9.844851,7.474947,2.954515,"ID_57","SKYRA","recon6","SKYRA_recon6"
"375",1.393739,6.440964,4.240106,5.211577,9.840121,7.474658,2.893109,"ID_57","VERIO","recon6","VERIO_recon6"
"376",1.627759,7.376607,5.470689,6.101966,10.315047,7.749403,3.023521,"ID_68","SKYRA","recon6","SKYRA_recon6"
"377",1.628531,7.30084,5.380112,6.013619,10.288385,7.771167,3.144661,"ID_68","VERIO","recon6","VERIO_recon6"
"378",1.575578,7.459703,4.634085,6.066436,10.070314,9.107344,3.640554,"ID_120","SKYRA","recon6","SKYRA_recon6"
"379",1.575665,7.514405,4.662346,6.112136,10.067068,9.193358,3.659309,"ID_120","VERIO","recon6","VERIO_recon6"
"380",1.60245,6.980561,5.154548,5.526202,10.301213,7.727426,3.37507,"ID_25","SKYRA","recon6","SKYRA_recon6"
"381",1.602301,6.964698,5.071331,5.485143,10.291167,7.849029,3.327285,"ID_25","VERIO","recon6","VERIO_recon6"
"382",1.763718,8.098639,5.178382,6.673491,11.498792,8.494679,3.740468,"ID_8","SKYRA","recon6","SKYRA_recon6"
"383",1.765685,8.105664,5.239152,6.704205,11.509055,8.562032,3.761386,"ID_8","VERIO","recon6","VERIO_recon6"
"384",1.525744,7.14855,4.929325,5.732215,9.668795,8.958305,3.401729,"ID_19","SKYRA","recon6","SKYRA_recon6"
"385",1.525649,7.123922,4.885703,5.706006,9.70049,8.702104,3.355412,"ID_19","VERIO","recon6","VERIO_recon6"
"386",1.459797,6.480718,4.654855,5.077518,10.106592,7.375396,2.932156,"ID_92","SKYRA","recon6","SKYRA_recon6"
"387",1.45911,6.369951,4.576505,4.945203,10.097168,7.39507,2.754767,"ID_92","VERIO","recon6","VERIO_recon6"
"388",1.481284,6.597641,4.426156,5.403818,10.251939,7.899329,2.786348,"ID_15","SKYRA","recon6","SKYRA_recon6"
"389",1.480756,6.555922,4.398766,5.35612,10.240315,7.840422,2.885169,"ID_15","VERIO","recon6","VERIO_recon6"
"390",1.576644,7.1315,5.082877,5.723756,10.155018,8.678693,3.270086,"ID_78","SKYRA","recon6","SKYRA_recon6"
"391",1.576515,7.057706,4.993965,5.639558,10.175261,8.715187,3.226062,"ID_78","VERIO","recon6","VERIO_recon6"
"392",1.580692,6.842763,4.921053,5.605353,10.208716,8.296211,3.602675,"ID_90","SKYRA","recon6","SKYRA_recon6"
"393",1.581506,6.891514,4.90353,5.645107,10.170842,8.279821,3.598133,"ID_90","VERIO","recon6","VERIO_recon6"
"394",1.777817,8.033126,5.458817,6.459494,10.881208,7.382793,3.477405,"ID_51","SKYRA","recon6","SKYRA_recon6"
"395",1.779824,7.939637,5.463021,6.383453,10.894143,7.294761,3.370392,"ID_51","VERIO","recon6","VERIO_recon6"
"396",1.715998,7.423301,5.689198,6.134027,10.815683,9.041527,3.759436,"ID_100","SKYRA","recon6","SKYRA_recon6"
"397",1.718377,7.372381,5.652079,6.084362,10.844566,9.092738,3.642291,"ID_100","VERIO","recon6","VERIO_recon6"
"398",1.555881,7.460753,4.907671,6.120531,10.044995,7.960312,3.255284,"ID_66","SKYRA","recon6","SKYRA_recon6"
"399",1.554836,7.433089,4.832261,6.069959,10.048785,7.850887,3.40814,"ID_66","VERIO","recon6","VERIO_recon6"
"400",1.612807,7.2782,5.025598,5.932131,10.298272,7.849652,3.50016,"ID_101","SKYRA","recon6","SKYRA_recon6"
"401",1.613627,7.319332,5.044939,5.975933,10.28635,7.735949,3.59116,"ID_101","VERIO","recon6","VERIO_recon6"
"402",1.443245,6.718139,4.300023,5.402108,10.556438,7.588512,2.896648,"ID_108","SKYRA","recon6","SKYRA_recon6"
"403",1.441595,6.660061,4.25566,5.34158,10.560068,7.70993,3.06675,"ID_108","VERIO","recon6","VERIO_recon6"
"404",1.572585,6.952396,5.190165,5.644566,9.623278,7.464256,3.380913,"ID_39","SKYRA","recon6","SKYRA_recon6"
"405",1.572632,6.8872,5.139047,5.58701,9.674457,7.573529,3.352665,"ID_39","VERIO","recon6","VERIO_recon6"
"406",1.552736,7.290845,5.030225,5.81232,10.108468,8.631693,3.500423,"ID_99","SKYRA","recon6","SKYRA_recon6"
"407",1.552099,7.451692,5.081412,5.977083,10.084259,8.807494,3.641685,"ID_99","VERIO","recon6","VERIO_recon6"
"408",1.746823,7.943681,5.384683,6.424,10.40588,8.548026,3.984712,"ID_23","SKYRA","recon6","SKYRA_recon6"
"409",1.748568,8.027995,5.411061,6.506713,10.420295,8.294477,3.918754,"ID_23","VERIO","recon6","VERIO_recon6"
"410",1.613638,7.369352,4.809973,5.801137,10.33739,7.545594,2.668807,"ID_91","SKYRA","recon6","SKYRA_recon6"
"411",1.614695,7.415595,4.835014,5.860419,10.345969,7.590515,2.704323,"ID_91","VERIO","recon6","VERIO_recon6"
"412",1.40742,6.36095,4.139109,5.073858,10.862707,7.865845,2.730586,"ID_65","SKYRA","recon6","SKYRA_recon6"
"413",1.404713,6.399249,4.12356,5.091182,10.881815,7.919423,2.720453,"ID_65","VERIO","recon6","VERIO_recon6"
"414",1.607362,6.852076,4.898147,5.501988,10.594852,7.819078,2.876457,"ID_6","VERIO","recon6","VERIO_recon6"
"415",1.397462,6.690845,4.535363,5.211684,10.036374,8.048335,2.97733,"ID_13","SKYRA","recon6","SKYRA_recon6"
"416",1.395212,6.64893,4.491814,5.174612,10.073442,8.011442,3.104841,"ID_13","VERIO","recon6","VERIO_recon6"
"417",1.248528,5.586331,3.80593,4.419624,10.149131,7.129338,2.433708,"ID_70","SKYRA","recon6","SKYRA_recon6"
"418",1.244947,5.417544,3.689057,4.261234,10.144464,7.065704,2.323247,"ID_70","VERIO","recon6","VERIO_recon6"
"419",1.616206,7.857335,5.244398,6.372235,9.902182,8.979146,3.757449,"ID_11","SKYRA","recon6","SKYRA_recon6"
"420",1.616238,7.843486,5.216055,6.345457,9.862644,9.099146,3.561564,"ID_11","VERIO","recon6","VERIO_recon6"
"421",1.495986,6.627323,4.454471,5.440095,10.263788,7.821951,2.875296,"ID_34","SKYRA","recon6","SKYRA_recon6"
"422",1.494605,6.625384,4.462548,5.443301,10.214895,7.823406,2.862031,"ID_34","VERIO","recon6","VERIO_recon6"
"423",1.500903,6.721312,4.846683,5.382335,10.069873,7.784457,3.11278,"ID_9","SKYRA","recon6","SKYRA_recon6"
"424",1.50067,6.720632,4.946009,5.370585,10.062774,7.965432,3.123122,"ID_9","VERIO","recon6","VERIO_recon6"
"425",1.681481,7.505383,5.134445,5.988067,10.235775,8.660093,3.424146,"ID_2","SKYRA","recon6","SKYRA_recon6"
"426",1.682728,7.684871,5.219234,6.192146,10.192695,8.549408,3.54116,"ID_2","VERIO","recon6","VERIO_recon6"
"427",1.541362,6.934472,4.933638,5.691676,9.978618,8.233491,3.152242,"ID_94","SKYRA","recon6","SKYRA_recon6"
"428",1.541,6.888007,4.884886,5.641162,9.954154,8.073442,3.195025,"ID_94","VERIO","recon6","VERIO_recon6"
"429",1.453729,7.109582,4.840693,5.892841,10.345714,8.639288,3.6974,"ID_33","SKYRA","recon6","SKYRA_recon6"
"430",1.453051,7.095833,4.812765,5.84571,10.281067,8.702716,3.777364,"ID_33","VERIO","recon6","VERIO_recon6"
"431",1.828097,8.113081,5.804388,6.476178,10.532206,9.713695,3.214655,"ID_75","SKYRA","recon6","SKYRA_recon6"
"432",1.83212,8.050694,5.730392,6.394708,10.482586,9.850089,3.281542,"ID_75","VERIO","recon6","VERIO_recon6"
"433",1.414483,6.365934,4.59488,5.089152,10.457957,7.692486,2.904194,"ID_27","SKYRA","recon6","SKYRA_recon6"
